series	episode	flag	alien	depiction	significance	comments	disposition	technology	formidability	conservation	class	realm	alignment	place of origin	allegiance	human stereotype	attributes	notes
tng	1x23		Titans of Vagra II	mentioned	0.1	The people who lived on Armuss planet	0.0		7.0			terrestrial	unaligned	Vagra II				
tng	1x25		Altairian	implied	0.0	Picard met Captain Rixx at an Alterian Conference.	0.0	5.2	5.2	LC	humanoid	terrestrial	unaligned	Altair System	Federation			
tng	1x25		Andorian	implied	0.0	Andorian tea	0.0	5.2	5.2	LC	humanoid	terrestrial	fed	Andoria	Federation	impulsive	blue	
tng	1x25		Bolian	appeared	0.3	blue guys, star fleet officer	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Bolarus IX	Federation	human	blue	
tng	1x25		Neural Parasite	appeared	1.0	awesome bug alien	-1.0	5.1	5.1	LC	insectoid	host	foe				parasitic, malevolent	
tng	1x25		Vulcan	appeared	0.3		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	1x26		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	1x26		Vulcan	mentioned	0.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	2x01		Delovian	implied	0.0	Delovian souffle	0.0						unaligned					
tng	2x01	C	El-Aurian	appeared	0.2		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	2x01		Ians Species	appeared	1.0	mystiv wisp of light that had ghost sex with Troi	0.5	0.0	6.1	LC	incorporeal	spaceborne	unaligned					
tng	2x01		Inhabitants of Epsilon Indi	mentioned	0.0	Wesley Crusher pointed out the star system to his mother.	0.0			EX	humanoid	terrestrial	unaligned	Epsilon Indi System				
tng	2x01		Inhabitants of Nova Kron	mentioned	0.0	Wesley Crusher heard from members of the crew that Nova Kron was Guinans home world.	0.0				humanoid	terrestrial	friend	Nova Kron				
tng	2x01		Inhabitants of Oby VI	implied	0.0	An outbreak of plasma plague occurred on isolated sections of the northern continent.	0.0				humanoid	terrestrial	unaligned	Oby VI				
tng	2x01		Mareuvian	implied	0.0	Mareuvian tea	0.0						unaligned					
tng	2x02		Nagilum	appeared	1.0	huge cat-like face	-1.0	0.0	7.0	LC	transcendental	extra-dimensional	foe					
tng	2x02		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	2x03	Y	Prof. Moriarty	appeared	1.0		-0.5	3.0	3.0	EW	holographic	virtual						
tng	2x04		Altec	appeared	1.0	farmer with pitchfork	-0.2	4.1	4.1	NT	humanoid	terrestrial	unaligned	Altec	Coalition of Madena	human		
tng	2x04	C	El-Aurian	appeared	0.2		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	2x04		Straleb	appeared	1.0	hunting Okona for jewel	-0.2	4.1	4.1	NT	humanoid	terrestrial	friend	Straleb	Coalition of Madena	human		
tng	2x05		Klingon	mentioned	0.0		-0.5	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	2x05		Leyron	mentioned	0.0	Developped a written language before a spoken one.	0.0				humanoid	terrestrial	unaligned	Malkus IX				
tng	2x05		Natives of Fendaus V	mentioned	0.0	Fendaus V leaders possessed a genetic condition that caused them to lack limbs.	0.0				humanoid	terrestrial	unaligned	Fendaus V				
tng	2x05		Ramatian	appeared	1.0	Riva the mediator	1.0	5.0	5.0	NT	humanoid	terrestrial	friend	Ramatis III		human	telepathic	
tng	2x05		Solari	appeared	1.0	warring factions	-0.5	4.0	4.0	VU	humanoid	terrestrial	friend	Solais V		human	warring	
tng	2x06		Rigellian	suggested	0.0	Rigellian ox	0.0						unaligned					
tng	2x06		Vulcan	appeared	0.5	doctor	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	2x06		Zee-Magnees Species	implied	0.0	Richard Daystrom won the Zee-Magnees prize	1.0	5.2	5.2	LC	humanoid	terrestrial	unaligned					
tng	2x07		Thelusian	suggested	0.0	Thelusian flu	0.0						unaligned					
tng	2x08		Benzite	appeared	1.0	intern	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Benzar	Federation	human	meticulous	
tng	2x08		Klingon	appeared	1.0	exchange host	0.2	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	2x08		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	2x08	NI	Subatomic Bacteria	appeared	0.5		0.0	0.0	0.0	LC	microbial	spaceborne	unaligned					
tng	2x09	C	El-Aurian	appeared	0.2		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	2x09		Klingon	mentioned	0.0	KRatag, the Klingon author	0.8	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	2x09		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	2x09	Y	Soong Type Android	mentioned	0.1	Lore	-1.0	5.2	5.2	EW	android	terrestrial						
tng	2x10		Allasomorphs of Daled IV	appeared	1.0	shapeshifters	0.8	5.2	5.2	LC	shapeshifter	terrestrial	friend	Daled IV		human		
tng	2x10		Andronesian	suggested	0.0	Andronesian encephalitis	0.0						unaligned					
tng	2x10	C	El-Aurian	appeared	0.2		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	2x10		Thalian	mentioned	0.0	Thalian chocolate mousse	0.0				humanoid	terrestrial	friend	Thalos VII				
tng	2x11		Dewan	mentioned	0.0	Language descended from Iconian.	0.0				humanoid	terrestrial	unaligned					
tng	2x11		Dinasian	mentioned	0.0	Language descended from Iconian.	0.0				humanoid	terrestrial	unaligned					
tng	2x11		Iccobar	mentioned	0.0	Language descended from Iconian.	0.0				humanoid	terrestrial	unaligned					
tng	2x11		Iconian	mentioned	1.0	ancient portal makers	0.0	6.2	6.2	EX	humanoid	terrestrial	unaligned	Iconia				
tng	2x11		Natives of Denius III	mentioned	0.0	Had once been in contact with the Iconians.	0.0				humanoid	terrestrial	unaligned	Denius III				
tng	2x11		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	2x12		Casino Royale Makers	mentioned	1.0		0.2	7.0	7.0				unaligned					
tng	2x12		Klingon	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	2x13		Energy Vortex Entity	appeared	1.0		-1.0	0.0	6.1	LC	incorporeal	spaceborne	foe					
tng	2x13		Natives of Ennan VI	mentioned	0.0	Ennan ale	0.0				humanoid	terrestrial	friend	Ennan VI				
tng	2x13		The Travelers Species	mentioned	0.0		1.0	6.0	6.0	LC	humanoid	terrestrial	unaligned	Tau Alpha C		mystic	time traveler	
tng	2x14		Rectyne	suggested	0.0	Rectyne monopod	0.0						unaligned					
tng	2x14		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	2x14		Tholian	mentioned	0.0	mentioned according to Memory Alpha	-0.5	5.2	5.2	LC	inorganic	terrestrial	foe				xenphobic, hemaphroditic	
tng	2x15		Andorian	implied	0.0	Andorian zabathu (horse)	0.0	5.2	5.2	LC	humanoid	terrestrial	fed	Andoria	Federation	impulsive	blue	
tng	2x15		Dreman	appeared	1.0	little girl in danger	0.2	3.2	3.2	LC	humanoid	terrestrial	unaligned	Drema IV		human		
tng	2x15		Elanin	suggested	0.0	Elanin singer stone	0.0						unaligned					
tng	2x16		Borg	appeared	1.0		-1.0	6.1	6.1	LC	cyborg	spaceborne	foe				collective	
tng	2x16	C	El-Aurian	appeared	0.5		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	2x16		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	2x16		The Q	appeared	1.0	threw enterprise into encounter with Borg	-1.0	7.2	7.2	LC	transcendental	extra-dimensional	unaligned		Q Continuum			
tng	2x17		Jarada	mentioned	0.0	had Picard performing a very specific greeting speech in their language	-0.5	5.1	5.1	NT	insectoid	terrestrial	friend	Torona IV			ritualistic, xenophobic, isolationist	
tng	2x17		Nausicaan	depicted	0.2	mercenaries	-0.5	5.0	5.0	LC	humanoid	terrestrial	foe	Nausicaa		belligerent		
tng	2x17		Pakled	appeared	1.0	fat idiots	-0.8	4.2	4.2	LC	humanoid	terrestrial	foe			human	devious, stupid	
tng	2x17		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	2x18		Bringloidi	appeared	1.0	Irish stereotype	0.9	2.2	2.2	CR	human	terrestrial	friend	Bringloid V Colony		human	human offshoot	
tng	2x18		Klingon	mentioned	0.0	Klingon tea ceremony	0.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	2x18		Mariposan	appeared	1.0	Uptight butt-clones	0.8	4.2	4.2	CR	human	terrestrial	friend	Mariposa Colony		human	human offshoot, clones	
tng	2x19		Altairian	implied	0.0	Altairian brandy	0.0	5.2	5.2	LC	humanoid	terrestrial	unaligned	Altair System	Federation			
tng	2x19		Antedean	appeared	0.5	fishlike terrorists	-0.5	5.0	5.0	LC	osteichthyes	aquatic	foe	Antede III		human		
tng	2x19		Betazoid	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Betazed	Federation	empathic	telepathic	
tng	2x19		Mr. Homns Species	appeared	0.5		0.8	5.2	5.2	LC	humanoid	terrestrial	friend			human		
tng	2x19		Natives of Artifs IV	mentioned	0.0	Thanks given at a meal similar to Oolan.	0.0				humanoid	terrestrial	friend	Artifs IV				
tng	2x19		Oolan	mentioned	0.0	Thanks given at a meal by striking two large stones together.	0.0				humanoid	terrestrial	friend	Marejaretus VI				
tng	2x20		Klingon	appeared	1.0		-0.5	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	2x20		Vulcan	mentioned	0.0	Vulcan science division ensign, Vulcan boy	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	2x21		Borg	mentioned	0.0		-1.0	6.1	6.1	LC	cyborg	spaceborne	foe				collective	
tng	2x21		Ferengi	appeared	0.5	interfered	-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	2x21		Romulan	proxy	0.0	fake image	-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	2x21		Tholian	mentioned	0.0		-0.5	5.2	5.2	LC	inorganic	terrestrial	foe				xenphobic, hemaphroditic	
tng	2x21		Zakdorn	appeared	1.0	uptight strategist, freak	0.8	5.2	5.2	LC	humanoid	terrestrial	fed		Federation	logical, arrogant		
tng	2x22	NI	Bacterio-virus	appeared	1.0		-1.0	0.0		NT	microbial	host	unaligned	Surata IV				
tng	2x22		Bringloidi	flashback	0.1	Irish stereotype	0.9	2.2	2.2	CR	human	terrestrial	friend	Bringloid V Colony		human	human offshoot	
tng	2x22		Bynar	flashback	0.1		0.5	5.2	5.2	VU	humanoid	terrestrial	fed	Bynaus	Federation Ally		novel society	
tng	2x22		Edo	flashback	0.1		1.0	3.1	3.1	NT	humanoid	terrestrial	friend	Rubicun III		hedonistic	hospitable	
tng	2x22	C	El-Aurian	flashback	0.1		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	2x22		Ferengi	flashback	0.1		-0.9	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	2x22		Ians Species	flashback	0.1	mystic wisp of light that had ghost sex with Troi	0.5	0.0	6.1	LC	incorporeal	spaceborne	unaligned					
tng	2x22		Klingon	flashback	0.1		-0.5	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	2x22	Y	Minuet	flashback	0.1	red dress babe	0.8	3.0	3.0	EW	holographic	virtual						
tng	2x22		Neural Parasite	flashback	0.1		-1.5	5.1	5.1	LC	insectoid	host	foe				parasitic, malevolent	
tng	2x22		Ornaran	flashback	0.1		-0.5	3.2	3.2	NT	humanoid	terrestrial	unaligned	Ornara		human	electric, symbotic, novel society	
tng	2x22		People of Angel One	flashback	0.1		0.5	3.2	3.2	NT	humanoid	terrestrial	friend	Angel One		human	matriachial	
tng	2x22		Slick of Malevolent Tar	flashback	0.1		-2.0	0.0	6.0	EN	shapeshifter	terrestrial	foe	Vagra II			malovent	
tng	3x01		Borg	mentioned	0.0		-1.0	6.1	6.1	LC	cyborg	spaceborne	foe				collective	
tng	3x01	C	El-Aurian	appeared	0.2		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	3x01		Nanites	appeared	1.0	created by Wesley, took over Enterprise	-0.2	6.0	6.0	EN	nano-machine	terrestrial	friend	Kavis Alpha IV			artificial, inorganic	
tng	3x02		Colonists of Tau Cygna V	appeared	1.0		0.5	3.2	3.2	CR	human	terrestrial	unaligned	Tau Cygna V		human		
tng	3x02		Grizzela	mentioned	0.1	hibernating species named by Picard as mediators for the Sheliak dispute	0.5	5.1	5.1	LC	ursidae	terrestrial	unaligned				hibernate	
tng	3x02		Sheliak	appeared	1.0	thinks humans are parasites	-0.8	5.2	5.2	LC	non-humanoid	terrestrial	foe	Shelia Star System	Sheliak Corporate		xenophobic	
tng	3x02		Vulcan	appeared	0.0	violin player	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	3x03		Andorian	mentioned	0.0	renegade Andorians in the Triangulum system	0.0	5.2	5.2	LC	humanoid	terrestrial	fed	Andoria	Federation	impulsive	blue	
tng	3x03		Douwd	appeared	1.0		0.9	7.1	7.1	LC	transcendent being	unbounded	unaligned				incorporeal, benevolent	
tng	3x03		Husnock	mentioned	0.3	destroyed a human colony, were wiped out by the Douwd	-1.0	5.2	5.2	EX	humanoid	terrestrial	foe				destructive, aggressive, war-like	
tng	3x04		Mintakan	appeared	1.0	primitive proto-Vulcans studied by federation anthropologists	0.5	2.0	2.0	NT	humanoid	terrestrial	friend	Mintaka III		logical	proto-Vulcan humanoid, logical, rational	
tng	3x04		Vulcan	mentioned	0.3	the Mintakan were Vulcanoid	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	3x05		Ferengi	mentioned	0.0		-0.9	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	3x05		Koinonian Corporeal	mentioned	1.0	destroyed themselves in internal wars	0.0	3.2	3.2	EX	humanoid	terrestrial	unaligned					
tng	3x05		Koinonian Incorporeal	appeared	1.0	posed as the imaginary mother of human orphaned boy	-0.3	0.0	6.0	NT	incorporeal		foe					
tng	3x05		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	3x06	C	El-Aurian	appeared	0.2		1.0	5.0	5.0	EW	humanoid	terrestrial	friend			sympathetic	refugees	
tng	3x06		Ferengi	mentioned	0.0	ferengi cargo ship	-0.9	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	3x06		Menthar	mentioned	0.9	destroyed themselves in a war with Promellian, left booby-traps	0.0	5.1	5.1	EX	humanoid	terrestrial	unaligned				extinct	
tng	3x06		Promellian	mentioned	0.9	destroyed themselves in a war with Menthar	0.0	5.1	5.1	EX	humanoid	terrestrial	unaligned				extinct	
tng	3x07		Romulan	appeared	1.0		-0.8	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	3x07		Vulcan	mentioned	0.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	3x08		Barzan	appeared	1.0	peddling a possibly valuable wormhole	0.8	4.2	4.2	NT	humanoid	terrestrial	friend	Barzan II		human	breathing device	
tng	3x08		Betazoid	appeared	1.0	half-betazoids aplenty	1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Betazed	Federation	empathic	telepathic	
tng	3x08		Caldonian	appeared	1.0		0.2	5.0	5.0	LC	humanoid	terrestrial	friend	Caldonia				
tng	3x08		Chrysalian	mentioned	1.0	intellectuals that withdrew from negotiations	0.2	5.0	5.0	LC	humanoid	terrestrial	friend			human	imperial	
tng	3x08		Ferengi	appeared	1.0		-0.3	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	3x08		Romulan	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	3x09		Acamarian	appeared	1.0	the posh, polished metherworld inhabitants	0.8	4.2	4.2	NT	humanoid	terrestrial	friend	Acamar III		human		
tng	3x09		Acamarian Outcasts	appeared	1.0	the shaggy, brutish, nomadic offshoot	-0.3	4.0	4.0	VU	humanoid	terrestrial	friend	Acamar III		human		
tng	3x09		Artonian	implied	0.0	stolen Artonian lasers	0.0						unaligned					
tng	3x09		Regalian	implied	0.0	Regalian phaser rifle	0.0						unaligned					
tng	3x09		Tonkian	implied	0.0	Tonkian homing beacon	0.0						unaligned					
tng	3x10		Klingon	flashback	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	3x10		Romulan	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	3x11		Angosian	appeared	1.0	held war veterans prisoner	-0.2	5.0	5.0	NT	humanoid	terrestrial	friend	Angosia III	Federation Hopeful	human		
tng	3x11		Tarsian	implied	0.1	were at war with Angosians at some point	0.0	5.0	5.0	NT	humanoid	terrestrial	unaligned					
